fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,current_rank,rank_flag,current_p4p,p4p_flag,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result,next_date,next_opp
Nyamjargal Tumendemberel,1998-03-22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mongolia,male,flyweight,16,NA,16,NA,16,16,3,2,0 KO 1 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,2,2,0,11,2743,2743,2552,2024-11-23,L - Carlos Hernandez,2026-03-07,W - Cody Durden,NA,NA
Nikolas Motta,1993-02-08,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,NA,16,NA,16,16,7,3,2 KO 0 Sub 1 Dec,3,3 KO 0 Sub 0 Dec,-1,2,2,9,2743,2809,2717,2022-02-19,L - Jim Miller,2025-06-21,L - Nazim Sadykhov,NA,NA
Carlston Harris,1987-07-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Brazil, Guyana",male,welterweight,16,NA,16,NA,16,16,8,4,1 KO 2 Sub 1 Dec,4,3 KO 0 Sub 1 Dec,-3,2,2,6.8,2743,3054,2862,2021-05-08,W - Christian Aguilera,2026-05-30,L - Jake Matthews,NA,NA
Trey Waters,1995-02-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,3,2,0 KO 0 Sub 2 Dec,1,1 KO 0 Sub 0 Dec,-1,2,1,8.7,2743,2840,2764,2023-04-29,W - Josh Quinlan,2025-09-06,L - Sam Patterson,NA,NA
JJ Aldrich,1992-09-29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's flyweight,14,NA,16,NA,14,16,17,11,1 KO 0 Sub 10 Dec,6,1 KO 1 Sub 4 Dec,2,3,0,10.3,2743,2743,2521,2016-12-09,L - Juliana Lima,2026-04-18,W - Jamey-Lyn Horth,NA,NA
Matt Frevola,1990-06-11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,14,16,12,5,3 KO 0 Sub 2 Dec,6,4 KO 0 Sub 2 Dec,-3,3,1,7.1,2742,3028,2813,2018-01-14,L - Polo Reyes,2025-10-18,L - Kyle Nelson,NA,NA
Oumar Sy,1995-11-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,France,male,light heavyweight,16,NA,16,NA,16,16,5,3,1 KO 1 Sub 1 Dec,2,0 KO 1 Sub 1 Dec,-1,2,0,6.6,2742,2896,2722,2024-05-18,W - Tuco Tokkos,2026-03-14,L - Ion Cutelaba,NA,NA
Jose Ochoa,2000-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Peru,male,flyweight,16,NA,16,NA,16,16,4,2,1 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,1,1,1,9.5,2741,2741,2740,2024-11-23,L - Lone'er Kavanagh,2026-05-09,W - Clayton Carpenter,NA,NA
JooSang Yoo,1994-01-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,featherweight,16,NA,16,NA,16,16,2,1,1 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,1,1,9,2740,2813,2714,2025-06-07,W - Jeka Saragih,2025-10-04,L - Daniel Santos,NA,NA
Evan Elder,1997-04-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, welterweight",16,NA,16,NA,16,16,5,3,0 KO 1 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,3,3,1,9,2738,2738,2579,2022-04-23,L - Preston Parsons,2025-04-26,W - Gauge Young,NA,NA
Damian Pinas,2002-03-12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Aruba, Suriname",male,middleweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,13,2738,2738,2667,2026-02-28,W - Wes Schultz,2026-02-28,W - Wes Schultz,2026-07-11,Cesar Almeida
John Castaneda,1991-12-18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"featherweight, bantamweight",16,NA,16,NA,16,16,9,4,1 KO 1 Sub 2 Dec,4,1 KO 0 Sub 3 Dec,0,2,1,9.7,2737,2928,2765,2020-07-25,L - Nathaniel Wood,2026-04-18,D - Mark Vologdin,NA,NA
Ismael Bonfim,1995-12-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,NA,16,NA,16,16,5,2,1 KO 0 Sub 1 Dec,3,2 KO 1 Sub 0 Dec,-2,1,1,7.4,2735,3021,2819,2023-01-21,W - Terrance McKinney,2025-11-08,L - Chris Padilla,2026-07-25,Axel Sola
Eric McConico,1990-05-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, light heavyweight",16,NA,16,NA,16,16,4,2,0 KO 0 Sub 2 Dec,2,2 KO 0 Sub 0 Dec,1,1,0,10.8,2733,2733,2749,2025-02-22,L - Nursulton Ruziboev,2026-04-25,W - Rodolfo Vieira,2026-08-08,Donte Johnson
Jean-Paul Lebosnoyani,1999-01-27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,1,1,0 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,12,2732,2732,2779,2026-02-21,W - Phil Rowe,2026-02-21,W - Phil Rowe,2026-07-18,Seokhyeon Ko
Robert Ruchala,1998-05-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,featherweight,16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,-1,0,6,2731,2850,2806,2025-09-06,L - William Gomis,2026-04-04,L - Jose Delano,NA,NA
Tommy McMillen,1997-12-15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,5,2731,2731,2520,2026-04-04,W - Manolo Zecchini,2026-04-04,W - Manolo Zecchini,2026-07-18,Alberto Montes
Victor Valenzuela,1994-02-09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Chile,male,welterweight,16,NA,16,NA,16,16,1,1,0 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,12,2730,2730,2810,2026-04-25,W - Max Griffin,2026-04-25,W - Max Griffin,NA,NA
Jacqueline Cavalcanti,1997-08-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Portugal,female,women's bantamweight,10,NA,16,NA,9,16,6,5,0 KO 0 Sub 5 Dec,1,0 KO 0 Sub 1 Dec,-1,5,0,10.5,2728,2789,2616,2023-09-02,W - Zarah Fairn,2026-05-16,L - Ketlen Vieira,NA,NA
Santiago Luna,2004-08-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Mexico, United States",male,bantamweight,16,NA,16,NA,16,16,3,2,1 KO 0 Sub 1 Dec,1,0 KO 1 Sub 0 Dec,-1,2,1,5.3,2727,2767,2693,2025-09-13,W - Quang Le,2026-06-06,L - Bryce Mitchell,NA,NA
Mansur Abdul-Malik,1997-10-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,5,4,2 KO 1 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,-1,4,1,7.2,2725,2852,2612,2024-11-09,W - Dusko Todorovic,2026-03-28,L - Yousri Belgaroui,2026-08-15,Dustin Stoltzfus
Taiyilake Nueraji,2001-01-12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,welterweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,5,2724,2724,2404,2025-08-23,W - Kiefer Crosbie,2025-08-23,W - Kiefer Crosbie,NA,NA
Alatengheili,1991-12-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,bantamweight,16,NA,16,NA,16,16,9,5,1 KO 0 Sub 4 Dec,3,0 KO 0 Sub 3 Dec,-1,2,1,11.3,2723,2794,2695,2019-08-31,W - Batgerel Danaa,2025-04-26,L - Da'Mon Blackshear,NA,NA
Jhonata Diniz,1991-06-23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,NA,16,NA,15,16,5,3,1 KO 0 Sub 2 Dec,2,2 KO 0 Sub 0 Dec,-1,2,1,7.2,2722,2852,2762,2024-04-27,W - Austen Lane,2025-10-11,L - Mario Pinto,NA,NA
Austin Vanderford,1990-03-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,1,0,11.5,2722,2868,2698,2025-02-22,W - Nikolay Veretennikov,2025-10-04,L - Ramiz Brahimaj,NA,NA
Mandel Nallo,1989-07-26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,lightweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,3,2722,2722,2750,2026-04-18,L - Jai Herbert,2026-04-18,L - Jai Herbert,NA,NA
Mitch Raposo,1998-10-16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,16,NA,16,NA,16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,2,2,0,10.8,2721,2721,2673,2024-06-01,L - Andre Lima,2026-06-20,W - Allan Nascimento,NA,NA
Rani Yahya,1984-09-12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Brazil, Syria",male,bantamweight,16,NA,16,NA,13,16,21,13,0 KO 7 Sub 6 Dec,6,2 KO 0 Sub 4 Dec,-2,4,0,8.1,2720,2894,2652,2011-01-22,W - Mike Brown,2024-04-27,L - Victor Henry,NA,NA
Michael Oliveira,1998-01-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,0,NA,2717,NA,2664,NA,NA,NA,NA,2026-08-01,Oban Elliott
Ryan Gandra,1995-05-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,7,2715,2715,2474,2026-02-28,W - Jose Medina,2026-02-28,W - Jose Medina,2026-07-11,Zachary Reese
Ty Miller,2000-06-04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,11,2714,2714,2529,2026-01-24,W - Adam Fugitt,2026-01-24,W - Adam Fugitt,NA,NA
Shamil Gaziev,1990-02-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Bahrain, Russia",male,heavyweight,16,NA,16,NA,11,16,6,3,2 KO 0 Sub 1 Dec,3,3 KO 0 Sub 0 Dec,-2,2,2,6.5,2713,2919,2805,2023-12-16,W - Martin Buday,2026-05-02,L - Brando Pericic,NA,NA
Sodiq Yusuff,1993-05-19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Nigeria, United States",male,"lightweight, featherweight",16,NA,16,NA,10,16,10,6,2 KO 1 Sub 3 Dec,4,1 KO 0 Sub 3 Dec,-3,4,2,4.3,2712,3070,2838,2018-12-01,W - Suman Mokhtarian,2025-05-17,L - Mairon Santos,NA,NA
Karine Silva,1993-12-02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's flyweight,10,NA,16,NA,9,16,8,5,0 KO 3 Sub 2 Dec,3,0 KO 0 Sub 3 Dec,-2,4,1,6.4,2712,2922,2712,2022-06-04,W - Poliana Botelho,2026-04-18,L - Jasmine Jasudavicius,NA,NA
Chase Hooper,1999-09-13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,13,8,2 KO 4 Sub 2 Dec,5,3 KO 0 Sub 2 Dec,-2,5,2,8.8,2711,3003,2652,2019-12-14,W - Daniel Teymur,2026-03-28,L - Lance Gibson Jr.,2026-07-18,Mitch Ramirez
Bia Mesquita,1991-04-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's bantamweight,12,NA,16,NA,12,16,3,3,0 KO 3 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,3,3,1,9.3,2711,2711,2417,2025-10-11,W - Irina Alekseeva,2026-06-20,W - Melissa Mullins,NA,NA
Cody Chovancek,1998-07-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,bantamweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,2711,NA,NA,NA,NA,NA,NA,NA,NA
Douglas Silva de Andrade,1985-06-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"featherweight, bantamweight",16,NA,16,NA,14,16,14,7,2 KO 1 Sub 4 Dec,7,2 KO 1 Sub 4 Dec,-2,2,3,7.9,2709,2926,2733,2014-02-15,L - Zubaira Tukhugov,2026-02-28,L - Javier Reyes,NA,NA
Zachary Reese,1994-03-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,8,4,1 KO 1 Sub 2 Dec,3,2 KO 0 Sub 1 Dec,-1,2,2,7.8,2709,2734,2613,2023-12-02,L - Cody Brundage,2026-02-21,L - Michel Pereira,2026-07-11,Ryan Gandra
Eduarda Moura,1994-02-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's flyweight,13,NA,16,NA,13,16,5,3,1 KO 0 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,-1,2,0,10.6,2709,2838,2650,2023-11-04,W - Montserrat Conejo Ruiz,2026-02-07,L - Wang Cong,NA,NA
Gauge Young,2000-07-14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,3,2,0 KO 0 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,2,2,0,6.3,2708,2708,2674,2025-04-26,L - Evan Elder,2026-04-18,W - Thiago Moises,NA,NA
Tresean Gore,1994-06-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,7,3,0 KO 3 Sub 0 Dec,4,2 KO 0 Sub 2 Dec,1,2,1,8.1,2708,2708,2723,2022-02-05,L - Bryan Battle,2026-04-04,W - Azamat Bekoev,2026-08-15,Vicente Luque
Andre Fili,1990-06-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,15,16,27,13,4 KO 0 Sub 9 Dec,13,4 KO 3 Sub 6 Dec,-2,2,4,5.6,2707,2966,2779,2013-10-19,W - Jeremy Larsen,2026-06-20,L - Vinicius Oliveira,NA,NA
Marco Tulio,1994-08-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,NA,16,NA,16,16,4,2,2 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,2,0,8.8,2706,2851,2773,2025-01-11,W - Ihor Potieria,2026-05-09,L - Roman Kopylov,NA,NA
Fernando Padilla,1996-12-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,featherweight,16,NA,16,NA,16,16,4,2,1 KO 1 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-1,1,1,6,2705,2775,2786,2023-04-29,W - Julian Erosa,2024-12-14,L - Sean Woodson,NA,NA
Uran Satybaldiev,1994-08-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Kyrgyzstan,male,"light heavyweight, heavyweight",16,NA,16,NA,16,16,2,1,0 KO 1 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,1,1,1,11.5,2702,2702,2654,2025-04-05,L - Martin Buday,2025-08-23,W - Diyar Nurgozhay,NA,NA
Court McGee,1984-12-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,24,11,0 KO 3 Sub 8 Dec,13,3 KO 0 Sub 10 Dec,-1,3,1,6.8,2700,2873,2722,2010-06-19,W - Kris McCray,2025-06-14,L - Michael Chiesa,NA,NA
Thomas Gantt,1993-01-09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,8,2700,2700,2529,2026-05-16,W - Artur Minev,2026-05-16,W - Artur Minev,NA,NA
Josiah Harrell,1998-11-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,5,2698,2698,2832,2026-02-21,L - Jacobe Smith,2026-02-21,L - Jacobe Smith,NA,NA
Lucas Rocha,2000-08-12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,flyweight,16,NA,16,NA,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 1 Sub 0 Dec,1,1,0,11,2695,2695,2624,2024-10-12,L - Clayton Carpenter,2025-10-11,W - Stewart Nicoll,NA,NA
Kennedy Nzechukwu,1992-06-13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Nigeria,male,heavyweight,16,NA,16,NA,14,16,15,8,6 KO 1 Sub 1 Dec,6,2 KO 2 Sub 2 Dec,0,3,4,7.4,2692,2932,2673,2019-03-30,L - Paul Craig,2025-12-13,D - Marcus Buchecha,NA,NA
Cristian Quinonez,1996-04-26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,bantamweight,16,NA,16,NA,16,16,4,2,1 KO 0 Sub 1 Dec,2,0 KO 2 Sub 0 Dec,1,1,0,8.5,2691,2804,2665,2022-09-03,W - Khalid Taha,2026-02-28,W - Kris Moutinho,NA,NA
Daniel Zellhuber,1999-07-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,lightweight,16,NA,16,NA,16,16,7,3,0 KO 1 Sub 2 Dec,4,1 KO 0 Sub 3 Dec,-3,3,3,5.7,2691,2953,2767,2022-09-17,L - Trey Ogden,2026-02-28,L - King Green,NA,NA
Samuel Sanches,2003-01-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,2689,NA,NA,NA,NA,NA,NA,NA,NA
Thomas Petersen,1995-03-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,NA,16,NA,16,16,6,3,0 KO 0 Sub 3 Dec,3,2 KO 0 Sub 1 Dec,1,1,0,9.5,2687,2687,2711,2024-02-03,L - Jamal Pogues,2026-04-04,W - Guilherme Pat,2026-07-25,Valter Walker
Tahir Abdullayev,1997-02-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Azerbaijan,male,welterweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,0,NA,2686,NA,2833,NA,NA,NA,NA,2026-06-27,Jefferson Nascimento
Bassil Hafez,1992-01-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Egypt, Syria, United States",male,welterweight,16,NA,16,NA,16,16,3,1,0 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,-1,1,1,7.7,2685,2744,2850,2023-07-15,L - Jack Della Maddalena,2024-11-16,L - Oban Elliott,NA,NA
Donte Johnson,1999-01-25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,2,2,0 KO 1 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,2,2,1,8,2684,2699,2619,2025-11-01,W - Sedriques Dumas,2026-03-07,W - Cody Brundage,2026-08-08,Eric McConico
Aleksandre Topuria,1996-01-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Georgia, Spain",male,bantamweight,16,NA,16,NA,16,16,2,2,0 KO 0 Sub 2 Dec,0,0 KO 0 Sub 0 Dec,2,2,0,10,2683,2683,2718,2025-02-08,W - Colby Thicknesse,2025-11-22,W - Bekzat Almakhan,NA,NA
Alibi Idiris,1994-10-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Kazakhstan,male,flyweight,16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,0,0,10,2682,2682,2696,2025-08-16,L - Joseph Morales,2026-02-21,NC - Ode Osbourne,NA,NA
Dustin Stoltzfus,1991-11-15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,10,3,1 KO 1 Sub 1 Dec,7,2 KO 2 Sub 3 Dec,-2,1,2,6.2,2680,2784,2790,2020-11-21,L - Kyle Daukaus,2025-09-13,L - Kelvin Gastelum,2026-08-15,Mansur Abdul-Malik
Carlos Vera,1987-11-05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ecuador,male,bantamweight,16,NA,16,NA,16,16,2,1,0 KO 1 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,1,1,1,8.5,2679,2679,2670,2024-02-17,L - Rinya Nakamura,2025-03-15,W - Josias Musasa,NA,NA
Song Kenan,1990-03-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,welterweight,16,NA,16,NA,16,16,11,6,3 KO 0 Sub 3 Dec,5,3 KO 0 Sub 2 Dec,-1,2,1,6.7,2678,2762,2679,2017-11-25,W - Bobby Nash,2024-11-23,L - Muslim Salikhov,NA,NA
Billy Quarantillo,1988-12-08,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,16,16,11,6,3 KO 1 Sub 2 Dec,5,2 KO 1 Sub 2 Dec,-2,3,3,5.6,2676,2948,2776,2019-12-07,W - Jacob Kilburn,2024-12-14,L - Cub Swanson,2026-08-08,Diego Ferreira
Yizha,1997-01-08,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,featherweight,16,NA,16,NA,16,16,4,1,1 KO 0 Sub 0 Dec,3,0 KO 0 Sub 3 Dec,-1,1,0,9,2676,2764,2644,2023-02-04,L - JeongYeong Lee,2026-02-01,L - Kaan Ofli,NA,NA
Carli Judice,1999-03-02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's flyweight,16,NA,16,NA,16,16,4,3,2 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,3,3,3,12.2,2676,2676,2536,2024-06-15,L - Gabriella Fernandes,2026-02-21,W - Juliana Miller,2026-08-22,Jeisla Chaves
Charlie Campbell,1995-07-03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,3,2,1 KO 0 Sub 1 Dec,1,0 KO 1 Sub 0 Dec,-1,2,1,6.7,2671,2747,2728,2023-09-16,W - Alex Reyes,2025-09-28,L - Tom Nolan,NA,NA
Colby Thicknesse,1999-06-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,bantamweight,16,NA,16,NA,16,16,3,2,0 KO 0 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,2,2,0,9.3,2670,2670,2474,2025-02-08,L - Aleksandre Topuria,2026-05-02,W - Vince Morales,NA,NA
Bruno Gustavo da Silva,1990-03-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,flyweight,16,NA,16,NA,12,16,12,5,3 KO 2 Sub 0 Dec,6,2 KO 1 Sub 3 Dec,-2,4,4,8.5,2669,2912,2762,2019-10-05,NC - Khalid Taha,2026-06-06,L - Edgar Chairez,NA,NA
DongHun Choi,1999-01-02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,flyweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,8,2667,2667,2396,2024-11-23,W - Kiru Sahota,2024-11-23,W - Kiru Sahota,NA,NA
Kevin Borjas,1997-12-06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Peru,male,flyweight,16,NA,16,NA,16,16,6,2,0 KO 0 Sub 2 Dec,4,2 KO 0 Sub 2 Dec,1,1,0,7.7,2665,2682,2701,2023-11-11,L - Joshua Van,2026-06-20,W - Andre Lima,NA,NA
Oban Elliott,1997-12-19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, Wales",male,welterweight,16,NA,16,NA,16,16,5,3,1 KO 0 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,-2,3,1,9.6,2664,2953,2669,2024-02-17,W - Val Woodburn,2026-02-01,L - Jonathan Micallef,2026-08-01,Michael Oliveira
HyunSung Park,1995-11-04,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,flyweight,16,NA,16,NA,16,16,5,3,1 KO 2 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,3,1,7.2,2663,2822,2665,2023-02-04,W - SeungGuk Choi,2025-10-18,L - Bruno Gustavo da Silva,NA,NA
Levi Rodrigues Jr.,1996-10-15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,light heavyweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,0,NA,2663,NA,2507,NA,NA,NA,NA,2026-07-18,Felipe Franco
Juan Martinetti,1995-08-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Ecuador,male,bantamweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,1,4,2662,2662,2877,2026-04-25,L - Davey Grant,2026-04-25,L - Davey Grant,NA,NA
JeongYeong Lee,1995-11-13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,featherweight,16,NA,16,NA,16,16,4,2,0 KO 0 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,-2,2,0,8.5,2659,2860,2722,2023-02-04,W - Yizha,2025-05-10,L - Daniel Santos,NA,NA
